order_id,customer_id,customer_name,order_date,product_id,product_name,quantity,unit_price,discount%,total_price,payment_method,store_location,customer_email,phone_number,loyalty_status
2667,CUST-154,"Anderson, Jamie",2023-08-25,PROD-123,Phone Case,5,$19.99,19,$80.96,Cash,"San Antonio, TX",coxjessica@example.com,(689) 957-8666,
1948,CUST-324,"Pugh, Gerald",07/08/2023,PROD-112,Smart Watch,1,$129.99,14,$111.79,Credit Card,"San Antonio, TX",brittanyknight@example.org,5679896128,
1589,CUST-366,"Harrington, Nicole",06-11-2023,PROD-145,Portable Charger,4,$29.99,1,$118.76,Cash,"San Antonio, TX",ngreen@example.net,(502) 820-8959,New
2995,CUST-154,"Anderson, Jamie",13/01/2023,PROD-123,Phone Case,1,$19.99,6,18.79,Cash,"San Diego, CA",coxjessica@example.com,(689) 957-8666,
1119,CUST-037,Shannon Arroyo,10-23-2023,PROD-112,Smart Watch,2,$129.99,23%,$259.98,Cash,"Dallas, TX",jenniferrobinson@example.com,(253) 725-5907,
1371,CUST-419,"Lopez, Elizabeth",07-16-2023,PROD-078,Bluetooth Speaker,2,34.95,30,48.93,Cash,"Los Angeles, CA",scottfelicia@example.net,(213) 659-4117,
1390,CUST-299,"Yates, Catherine",08/25/23,PROD-089,Tablet Stand,2,24.99,N/A,$49.98,Cash,"San Diego, CA",gonzalezcheryl@example.org,7879619302,Bronze
1398,CUST-034,John Miller,12/21/23,PROD-067,Fitness Tracker,1,49.5,5,47.02,PayPal,"Philadelphia, PA",marie05@example.org,(365) 882-2555,Gold
1886,CUST-182,"Murphy, Tim",06/09/2023,PROD-112,smart watch,3,129.99,N/A,389.97,Debit Card,"Houston, TX",nealchristopher@example.net,2304056980,Silver
2900,CUST-353,Joshua Barton,2023-04-22,PROD-145,PORTABLE CHARGER,3,29.99,2,$88.17,Debit Card,"San Antonio, TX",aschwartz@example.net,(795) 263-6351,New
2775,CUST-389,Jacqueline Mullen,09-28-2023,PROD-089,tablet stand,5,$24.99,N/A,124.95,Credit Card,"Philadelphia, PA",alison77@example.com,(958) 507-7381,Gold
1595,CUST-234,"Morris, Laura",12/24/2023,PROD-123,PHONE CASE,3,$19.99,26,44.38,Debit Card,"Dallas, TX",davidpayne@example.net,(603) 547-8139,Bronze
1844,CUST-476,"Castillo, Paul",2023-02-21,PROD-134,Screen Protector,1,9.99,16,8.39,PayPal,"Dallas, TX",,(220) 689-8015,Silver
2377,CUST-357,"Sanders, Carly",08/01/23,PROD-089,Tablet Stand,4,$24.99,14,85.97,Cash,"Philadelphia, PA",qsellers@example.net,3258935534,New
1895,CUST-372,Andrew Perez,07/14/2023,PROD-112,smart watch,1,$129.99,10,116.99,Credit Card,"Los Angeles, CA",uturner@example.net,9589364243,Bronze
2388,CUST-338,"Deleon, William",09-18-2023,PROD-112,smart watch,4,129.99,17,$431.57,Credit Card,"Chicago, IL",jonesanthony@example.net,8467562366,New
1094,CUST-409,"Carter, Ashley",08/09/2023,PROD-067,Fitness Tracker,1,$49.5,5%,$49.5,Credit Card,"Los Angeles, CA",,(540) 622-2260,
1304,CUST-174,Kyle Holloway,2023-06-05,PROD-112,Smart Watch,4,$129.99,10,$467.96,Debit Card,"Dallas, TX",,4507122155,New
2882,CUST-173,"Alexander, Lindsay",01-05-2023,PROD-078,Bluetooth Speaker,14,$34.95,7,455.05,PayPal,"San Antonio, TX",,5967999795,Gold
1016,CUST-206,"Sanders, David",03/23/2023,PROD-067,Fitness Tracker,3,$49.5,9,$135.13,PayPal,"San Jose, CA",efox@example.com,8666265306,Bronze
2613,CUST-319,"Decker, Kimberly",06/10/23,PROD-102,USB-C Cable,2,12.99,27,18.97,PayPal,"San Antonio, TX",,(755) 299-1734,
1953,CUST-411,"Schroeder, Laura",08/03/2023,PROD-145,Portable Charger,1,29.99,29,21.29,Cash,"New York, NY",jaimekirk@example.net,(899) 872-6918,Gold
2710,CUST-021,"Gonzalez, Julie",05-27-2023,PROD-102,USB-C Cable,19,$12.99,12,$217.19,PayPal,"Philadelphia, PA",marisabarry@example.org,8655352187,
2238,CUST-344,"Williamson, Bradley",01-05-2023,PROD-156,Wireless Earbuds,5,$79.99,21,$315.96,Cash,"Chicago, IL",,2747672903,Bronze
2990,CUST-289,Tommy Gaines,14/06/2023,PROD-045,Wireless Headphones,3,$59.99,11,$160.17,Cash,"San Antonio, TX",lisaanderson@example.org,(213) 567-4949,
2423,CUST-063,Natalie Macias,12/16/23,PROD-156,Wireless Earbuds,2,79.99,N/A,$159.98,Debit Card,"Phoenix, AZ",wendy62@example.net,(575) 286-5644,Silver
2183,CUST-203,Matthew Gray,04/12/2023,PROD-089,TABLET STAND,2,$24.99,20,39.98,Debit Card,"San Antonio, TX",,5934934229,Bronze
2563,CUST-005,"Williams, Michael",01-29-2023,PROD-045,wireless headphones,4,59.99,4,$230.36,Cash,"San Jose, CA",holtjulia@example.com,(264) 212-3670,Silver
1301,CUST-426,Randy Perez,06/03/2023,PROD-145,Portable Charger,1,$29.99,19,24.29,PayPal,"San Antonio, TX",adam36@example.org,(309) 894-4050,
1846,CUST-494,"Hughes, Rachel",06/30/2023,PROD-045,Wireless Headphones,5,59.99,21,236.96,Cash,"Houston, TX",ehaynes@example.com,(353) 465-1827,New
2040,CUST-243,Ronnie Garcia,2023-04-17,PROD-045,Wireless Headphones,5,$59.99,N/A,$299.95,Debit Card,"San Diego, CA",zpayne@example.com,(965) 584-4331,Bronze
2874,CUST-406,"Weaver, Steve",16/11/2023,PROD-045,wireless headphones,1,$59.99,25%,59.99,Cash,"Philadelphia, PA",,6283264532,
1506,CUST-423,"Khan, Erik",01/09/2023,PROD-045,Wireless Headphones,5,$59.99,18,$245.96,Debit Card,"San Jose, CA",stacyryan@example.com,8336323254,New
1194,CUST-395,"Brown, Amanda",26/09/2023,PROD-078,Bluetooth Speaker,5,34.95,21,138.05,Credit Card,"Houston, TX",,(906) 845-2689,New
2050,CUST-355,"Hanna, Kelsey",07/31/23,PROD-067,Fitness Tracker,4,49.5,N/A,198.0,Cash,"Chicago, IL",wrightamy@example.org,9874151142,
2360,CUST-388,"Jackson, Daniel",07/13/2023,PROD-045,Wireless Headphones,3,$59.99,N/A,179.97,Cash,"San Jose, CA",,(438) 576-7904,Gold
1117,CUST-054,"Ramos, Stacy",03-03-2023,PROD-156,Wireless Earbuds,8,79.99,2,$627.12,Cash,"Dallas, TX",,(266) 479-7599,Gold
1392,CUST-316,"Gutierrez, Ricardo",06/29/2023,PROD-089,Tablet Stand,1,$24.99,25,18.74,Debit Card,"San Antonio, TX",tonigarcia@example.org,(239) 224-7785,New
1622,CUST-126,"Shaw, Jason",19-01-2023,PROD-134,Screen Protector,4,$9.99,N/A,$39.96,Debit Card,"Phoenix, AZ",masonamanda@example.com,4997496110,Gold
2345,CUST-263,"Torres, Jason",01/06/2023,PROD-134,Screen Protector,4,9.99,14,$34.37,Cash,"San Diego, CA",ruben82@example.org,8503846088,New
2851,CUST-405,Aaron Flowers,12-25-2023,PROD-156,wireless earbuds,4,$79.99,28,230.37,Debit Card,"Chicago, IL",fcurry@example.com,4382774795,
2492,CUST-095,"Jennings, Stephanie",03/19/2023,PROD-123,Phone Case,2,19.99,13,34.78,Debit Card,"Chicago, IL",hinesdavid@example.com,(935) 499-4924,Gold
1053,CUST-119,"Davis, Christopher",11/12/2023,PROD-078,Bluetooth Speaker,3,$34.95,6,98.56,Cash,"San Antonio, TX",,(364) 228-6208,
1845,CUST-395,"Brown, Amanda",2023-07-23,PROD-123,PHONE CASE,5,19.99,21,$78.96,Cash,"New York, NY",,(906) 845-2689,New
1896,CUST-471,Phyllis Baker,2023-12-08,PROD-078,Bluetooth Speaker,2,$34.95,30%,69.9,Debit Card,"San Antonio, TX",pmarsh@example.org,(871) 205-2710,
1782,CUST-018,"Mason, Peter",10/25/23,PROD-089,TABLET STAND,7,$24.99,N/A,$174.93,PayPal,"San Jose, CA",victoria97@example.net,(433) 892-3474,Gold
1459,CUST-056,Michael Lewis,2023-05-06,PROD-123,Phone Case,5,19.99,28,$71.96,Credit Card,"Dallas, TX",,(288) 529-7993,Bronze
1880,CUST-345,"Aguilar, Bradley",12/10/2023,PROD-134,Screen Protector,2,9.99,13,$17.38,PayPal,"Phoenix, AZ",elizabethjones@example.net,(708) 220-3264,
2688,CUST-453,"Mays, Tracy",09/18/2023,PROD-134,screen protector,3,$9.99,13,$26.07,PayPal,"Dallas, TX",smccoy@example.org,(275) 337-2565,
2704,CUST-403,"Thompson, Brandon",09/19/23,PROD-123,Phone Case,2,19.99,10,35.98,Debit Card,"New York, NY",uwilson@example.net,(351) 684-3047,Gold
1441,CUST-331,"Robertson, Lori",12/21/2023,PROD-156,wireless earbuds,5,$79.99,5,379.95,PayPal,"Chicago, IL",zsanchez@example.net,4935875722,Silver
1564,CUST-334,Tiffany Cole,01/07/23,PROD-067,FITNESS TRACKER,4,$49.5,28,$142.56,Cash,"Los Angeles, CA",,(996) 318-1567,Gold
1814,CUST-480,"Smith, Crystal",2023-08-10,PROD-134,Screen Protector,1,9.99,1%,9.99,PayPal,"San Diego, CA",patrick41@example.org,7947524148,
2807,CUST-208,"Jackson, Jennifer",30/06/2023,PROD-089,Tablet Stand,4,24.99,9%,$99.96,PayPal,"Los Angeles, CA",qcurtis@example.com,(441) 711-1365,
2867,CUST-213,"Moran, Charles",09-07-2023,PROD-134,Screen Protector,2,$9.99,26,14.79,Debit Card,"Los Angeles, CA",alexanderchristensen@example.com,(591) 979-4031,New
1655,CUST-055,"Kelly, Ralph",06-22-2023,PROD-089,Tablet Stand,1,$24.99,8%,$24.99,Credit Card,"Phoenix, AZ",tfrank@example.com,(461) 422-9247,Gold
2985,CUST-411,"Schroeder, Laura",07/10/2023,PROD-089,TABLET STAND,4,24.99,18,81.97,Credit Card,"Phoenix, AZ",jaimekirk@example.net,(899) 872-6918,Gold
1454,CUST-060,Traci Garcia,04-11-2023,PROD-156,Wireless Earbuds,5,$79.99,9%,$399.95,Cash,"New York, NY",rachel03@example.com,(915) 926-7263,
1467,CUST-132,"Barnes, Tyler",06-25-2023,PROD-067,Fitness Tracker,1,49.5,30,34.65,Cash,"Houston, TX",austinsean@example.com,(397) 237-3927,
1798,CUST-411,"Schroeder, Laura",11-17-2023,PROD-112,Smart Watch,3,129.99,11%,$389.97,PayPal,"Houston, TX",jaimekirk@example.net,(899) 872-6918,Gold
1939,CUST-469,Lauren Morris,03/07/2023,PROD-045,Wireless Headphones,5,59.99,1,$296.95,Credit Card,"Houston, TX",andersondonna@example.com,9517604858,
1477,CUST-474,"Freeman, Richard",12/28/2023,PROD-112,smart watch,3,$129.99,N/A,389.97,Credit Card,"Houston, TX",baileyandre@example.com,3663038221,
1978,CUST-085,"Fernandez, Sean",02-08-2023,PROD-145,portable charger,1,$29.99,19,24.29,Cash,"San Diego, CA",chenlaura@example.com,3132264247,
2335,CUST-152,Caitlin Morales,04-04-2023,PROD-045,Wireless Headphones,3,59.99,12,$158.37,Credit Card,"Los Angeles, CA",tsimmons@example.com,(780) 471-6605,
2723,CUST-118,"Montes, Jessica",04/20/23,PROD-089,tablet stand,4,$24.99,25%,$99.96,PayPal,"San Diego, CA",dyercharles@example.org,8338526713,Bronze
1830,CUST-310,"Scott, Jeffrey",11/05/2023,PROD-067,Fitness Tracker,5,49.5,7%,247.5,Credit Card,"Dallas, TX",rivasjennifer@example.net,(419) 386-6150,
2248,CUST-264,Marissa Ross,09-04-2023,PROD-078,Bluetooth Speaker,5,$34.95,10,$157.28,Credit Card,"Phoenix, AZ",nicolemorgan@example.org,(813) 487-8271,
2651,CUST-231,Renee Sanchez,06/12/2023,PROD-067,fitness tracker,2,$49.5,29,70.29,Credit Card,"San Jose, CA",gary88@example.net,(209) 597-1323,
2827,CUST-151,Michelle Patel,12-18-2023,PROD-145,PORTABLE CHARGER,4,29.99,3%,$119.96,Credit Card,"Philadelphia, PA",lindseywatson@example.com,(408) 256-5772,
1848,CUST-139,"Smith, Ashley",2023-04-14,PROD-156,Wireless Earbuds,4,79.99,9%,319.96,PayPal,"New York, NY",henrymichael@example.net,(433) 711-6976,
2266,CUST-479,"Grant, Vanessa",24-10-2023,PROD-078,BLUETOOTH SPEAKER,1,34.95,3,33.9,Credit Card,"Philadelphia, PA",laurencontreras@example.org,(399) 863-9707,Silver
2212,CUST-103,"Lewis, Evan",05/14/2023,PROD-134,Screen Protector,2,9.99,3,19.38,Cash,"San Diego, CA",wilsonraymond@example.org,(556) 875-4069,
1649,CUST-485,"Harris, Jose",2023-11-12,PROD-134,SCREEN PROTECTOR,5,$9.99,11%,49.95,Cash,"New York, NY",wwade@example.org,(938) 836-2011,Silver
2858,CUST-342,"Cox, Jose",12/11/23,PROD-123,phone case,3,19.99,11,53.37,Debit Card,"Houston, TX",dgonzalez@example.com,6152514723,Gold
2188,CUST-356,"Floyd, Kimberly",2023-11-03,PROD-078,BLUETOOTH SPEAKER,3,34.95,4,100.66,Cash,"Los Angeles, CA",,9599242084,Silver
2143,CUST-231,Renee Sanchez,03/02/2023,PROD-078,Bluetooth Speaker,3,34.95,14,$90.17,Debit Card,"Phoenix, AZ",gary88@example.net,(209) 597-1323,
1916,CUST-453,"Mays, Tracy",12-24-2023,PROD-112,Smart Watch,4,129.99,22,405.57,Credit Card,"Chicago, IL",smccoy@example.org,(275) 337-2565,
2347,CUST-212,Daniel Cruz,05/11/2023,PROD-078,Bluetooth Speaker,2,$34.95,17,58.02,PayPal,"Chicago, IL",,(380) 231-1276,
1985,CUST-480,"Smith, Crystal",05-17-2023,PROD-123,phone case,5,19.99,23,76.96,Debit Card,"Chicago, IL",patrick41@example.org,7947524148,
2490,CUST-080,"Frazier, Sheila",03-11-2023,PROD-156,wireless earbuds,4,$79.99,29,$227.17,Credit Card,"New York, NY",christina02@example.org,(940) 623-9541,
1807,CUST-361,"Allen, Timothy",05-05-2023,PROD-078,Bluetooth Speaker,4,34.95,18,$114.64,Cash,"San Antonio, TX",,(526) 458-9988,Bronze
1140,CUST-210,"Baker, Thomas",21-10-2023,PROD-102,USB-C CABLE,1,12.99,27,9.48,Credit Card,"New York, NY",davisdavid@example.org,(460) 607-5419,New
1210,CUST-251,Richard Cook,01-01-2023,PROD-102,USB-CCable,12,$12.99,4,$149.64,Credit Card,"Chicago, IL",lbaldwin@example.org,(515) 649-1433,Silver
2654,CUST-026,"Brown, Donald",04/27/2023,PROD-156,Wireless Earbuds,5,$79.99,20%,399.95,Credit Card,"San Antonio, TX",ikelley@example.org,9995845717,Gold
2791,CUST-014,Denise Garcia,06/20/2023,PROD-089,Tablet Stand,4,$24.99,12%,99.96,PayPal,"San Antonio, TX",,(786) 602-5432,New
2487,CUST-459,"White, Laura",06/13/2023,PROD-123,Phone Case,4,$19.99,9,72.76,Credit Card,"Chicago, IL",,(889) 747-1755,
2365,CUST-234,"Morris, Laura",2023-03-29,PROD-134,Screen Protector,2,$9.99,17,$16.58,PayPal,"Chicago, IL",davidpayne@example.net,(603) 547-8139,Bronze
2614,CUST-317,"Holland, Robert",11/10/2023,PROD-102,USB-C Cable,4,$12.99,8,$47.8,Credit Card,"San Antonio, TX",guzmanashley@example.org,6168717802,New
2566,CUST-081,"Morales, Marissa",02-06-2023,PROD-123,Phone Case,1,$19.99,29%,19.99,Cash,"Houston, TX",daltonespinoza@example.net,7063699981,
2213,CUST-039,Laura Davidson,03-16-2023,PROD-045,Wireless Headphones,2,59.99,2,117.58,Credit Card,"Los Angeles, CA",connie97@example.com,(654) 952-1925,
2295,CUST-347,"Horton, Ebony",08/15/23,PROD-134,Screen Protector,1,$9.99,3,$9.69,PayPal,"Dallas, TX",bcastillo@example.org,(757) 996-7450,Gold
1947,CUST-106,Gregg Cooley,16/08/2023,PROD-067,Fitness Tracker,4,$49.5,3%,198.0,Cash,"Los Angeles, CA",karenwagner@example.com,(683) 721-8597,Silver
2763,CUST-256,Gina Riley,29-11-2023,PROD-145,portable charger,4,29.99,6,$112.76,Cash,"San Diego, CA",,(588) 894-1754,Gold
2599,CUST-460,"Jenkins, David",2023-04-17,PROD-089,tablet stand,4,24.99,6,$93.96,PayPal,"Dallas, TX",steventhomas@example.org,(776) 858-1930,
2564,CUST-143,"Hamilton, Robert",2023-10-17,PROD-102,USB-C Cable,5,$12.99,9,$59.1,PayPal,"San Antonio, TX",monica69@example.net,(326) 853-5176,New
2924,CUST-034,John Miller,01/17/23,PROD-067,Fitness Tracker,3,49.5,24,$112.86,Debit Card,"San Diego, CA",marie05@example.org,(365) 882-2555,Gold
1491,CUST-275,"Herman, Nathan",01/06/2023,PROD-045,Wireless Headphones,3,$59.99,11,$160.17,Credit Card,"Phoenix, AZ",santiagoshannon@example.net,(476) 430-6653,New
1878,CUST-455,"Conway, Rachel",07/01/2023,PROD-156,Wireless Earbuds,2,79.99,17,$132.78,Cash,"Philadelphia, PA",,8598412984,
2942,CUST-157,Jessica Griffin,11/20/23,PROD-123,Phone Case,8,$19.99,19,$129.54,PayPal,"Houston, TX",paynekurt@example.com,3487197025,
1922,CUST-086,Rick Ellis,07/15/2023,PROD-102,USB-C CABLE,5,12.99,8,59.75,PayPal,"Philadelphia, PA",debrahickman@example.org,(541) 302-8467,Gold
2328,CUST-313,"Forbes, Denise",03/20/23,PROD-134,Screen Protector,1,9.99,N/A,9.99,Credit Card,"New York, NY",,(235) 223-2204,
1057,CUST-122,"Raymond, Monica",2023-07-26,PROD-078,Bluetooth Speaker,2,34.95,0,69.9,PayPal,"San Jose, CA",,(262) 237-7528,Bronze
1779,CUST-228,Sean Soto,2023-04-17,PROD-089,Tablet Stand,2,24.99,4,47.98,Debit Card,"Los Angeles, CA",andrewking@example.com,5586604304,
1934,CUST-141,Jeremy Roy,07-08-2023,PROD-156,Wireless Earbuds,3,79.99,27,175.18,Debit Card,"Philadelphia, PA",bryan04@example.com,(237) 449-6368,
1954,CUST-345,"Aguilar, Bradley",2023-03-06,PROD-156,Wireless Earbuds,1,79.99,N/A,$79.99,Credit Card,"Phoenix, AZ",elizabethjones@example.net,(708) 220-3264,
1607,CUST-064,"Brown, Jared",02/05/2023,PROD-078,Bluetooth Speaker,3,$34.95,26,77.59,Cash,"Los Angeles, CA",samueljordan@example.org,8953241579,Silver
1023,CUST-164,Christian Jenkins,09/06/23,PROD-145,Portable Charger,4,29.99,3%,119.96,Debit Card,"Dallas, TX",crawfordmaurice@example.com,(373) 684-3688,
1495,CUST-255,"Cooper, Johnny",01/13/2023,PROD-089,Tablet Stand,1,24.99,N/A,$24.99,PayPal,"Dallas, TX",millersherry@example.com,(860) 651-1380,New
1883,CUST-390,Michael Bowman,01/09/2023,PROD-067,fitness tracker,4,$49.5,13,172.26,PayPal,"San Jose, CA",wjones@example.net,(772) 277-8312,
2963,CUST-029,Beth Cannon,26/05/2023,PROD-112,Smart Watch,4,$129.99,1,$514.76,PayPal,"New York, NY",,(657) 861-3599,New
1845,CUST-395,"Brown, Amanda",2023-07-23,PROD-123,PHONE CASE,5,19.99,21,78.96,Cash,"New York, NY",,(906) 845-2689,New
1685,CUST-354,"Carney, Kevin",02-22-2023,PROD-134,Screen Protector,1,$9.99,2%,9.99,PayPal,"Houston, TX",cindylopez@example.org,(289) 360-6559,Gold
1904,CUST-036,Melanie Taylor,03/17/2023,PROD-089,Tablet Stand,3,$24.99,12,65.97,Cash,"San Jose, CA",davenportrodney@example.net,(924) 864-5393,
1422,CUST-041,"Blanchard, Kimberly",11/18/2023,PROD-089,tablet stand,5,$24.99,26,$92.46,PayPal,"Phoenix, AZ",jacobclarke@example.org,(949) 920-3664,
2983,CUST-124,Christopher Christensen,2023-08-31,PROD-112,smart watch,5,$129.99,22,506.96,PayPal,"San Diego, CA",sierra84@example.org,9992636312,New
1133,CUST-242,Lisa Krueger,12/11/2023,PROD-067,Fitness Tracker,5,$49.5,10,$222.75,PayPal,"Chicago, IL",danielle11@example.net,(488) 509-4358,Gold
2843,CUST-062,"Sandoval, Joel",2023-08-21,PROD-102,usb-c cable,5,12.99,19,$52.61,Cash,"New York, NY",anitagibson@example.org,(535) 351-4695,
2966,CUST-478,"Craig, Ricardo",2023-04-06,PROD-045,Wireless Headphones,2,$59.99,N/A,$119.98,Credit Card,"Dallas, TX",cheath@example.org,(244) 336-9587,
2610,CUST-366,"Harrington, Nicole",08/14/23,PROD-045,Wireless Headphones,4,59.99,9%,$239.96,Cash,"Houston, TX",ngreen@example.net,(502) 820-8959,New
2165,CUST-207,Kristy Martinez,08/10/2023,PROD-112,Smart Watch,4,129.99,N/A,519.96,PayPal,"New York, NY",lowemichael@example.org,(607) 319-2831,New
1891,CUST-013,Sarah Stanley,03/06/2023,PROD-145,Portable Charger,4,$29.99,23,92.37,Cash,"San Jose, CA",sbradley@example.org,(329) 862-2408,New
1717,CUST-378,"Brown, David",06/23/23,PROD-078,Bluetooth Speaker,1,$34.95,6%,$34.95,Cash,"San Jose, CA",,(343) 609-2567,
2384,CUST-153,Scott Garcia,06/09/23,PROD-145,Portable Charger,4,$29.99,28,$86.37,Debit Card,"Chicago, IL",millerjeffrey@example.com,7009413520,New
2814,CUST-143,"Hamilton, Robert",10/13/2023,PROD-134,Screen Protector,5,9.99,17%,$49.95,PayPal,"San Diego, CA",monica69@example.net,(326) 853-5176,New
2866,CUST-058,"Vargas, Jacob",01-12-2023,PROD-112,Smart Watch,1,$129.99,26,96.19,Debit Card,"San Antonio, TX",bobbyschaefer@example.com,(585) 422-2034,Gold
1274,CUST-474,"Freeman, Richard",12-09-2023,PROD-145,Portable Charger,1,$29.99,2,$29.39,Credit Card,"Chicago, IL",baileyandre@example.com,3663038221,
2123,CUST-047,"Ortiz, Alexandra",03-07-2023,PROD-089,Tablet Stand,5,$24.99,22,$97.46,Cash,"Los Angeles, CA",john63@example.org,3635351952,New
1466,CUST-160,Vanessa Davis,2023-12-24,PROD-112,Smart Watch,5,$129.99,16%,649.95,Cash,"San Diego, CA",andrew60@example.org,(873) 356-1021,Bronze
1679,CUST-486,"Tate, Danielle",2023-12-09,PROD-156,Wireless Earbuds,5,$79.99,28,287.96,PayPal,"San Jose, CA",lynchlisa@example.com,(396) 796-9145,
1242,CUST-294,"Martin, Bradley",06-15-2023,PROD-156,Wireless Earbuds,2,79.99,15,135.98,Credit Card,"Houston, TX",,(670) 795-8501,Gold
2205,CUST-423,"Khan, Erik",10-24-2023,PROD-078,BLUETOOTH SPEAKER,4,$34.95,8,$128.62,PayPal,"San Antonio, TX",stacyryan@example.com,8336323254,New
1354,CUST-259,Christopher Black,02/03/2023,PROD-145,Portable Charger,1,$29.99,2%,29.99,Credit Card,"Dallas, TX",alexander24@example.org,8412344701,Bronze
1755,CUST-058,"Vargas, Jacob",2023-03-04,PROD-067,Fitness Tracker,2,49.5,23,76.23,Cash,"San Jose, CA",bobbyschaefer@example.com,(585) 422-2034,Gold
1890,CUST-320,Samantha Salinas,2023-07-30,PROD-134,ScreenProtector,3,$9.99,10,26.97,PayPal,"Chicago, IL",,(826) 529-4445,Silver
2298,CUST-104,Jill Anderson,08-13-2023,PROD-045,Wireless Headphones,2,59.99,N/A,$119.98,Cash,"Chicago, IL",randolphvictoria@example.net,2812997544,
1913,CUST-114,"Griffin, Brittany",12/22/2023,PROD-156,Wireless Earbuds,3,79.99,5%,$239.97,Cash,"Philadelphia, PA",schmittmelissa@example.net,2177633686,New
1192,CUST-046,"Wu, Daniel",2023-07-25,PROD-078,Bluetooth Speaker,1,34.95,N/A,34.95,Cash,"San Jose, CA",timothyparker@example.com,(970) 942-2081,Gold
2182,CUST-046,"Wu, Daniel",14-08-2023,PROD-112,smart watch,5,$129.99,2,$636.95,Credit Card,"San Antonio, TX",timothyparker@example.com,(970) 942-2081,Gold
1654,CUST-347,"Horton, Ebony",06/09/2023,PROD-134,Screen Protector,3,$9.99,23%,$29.97,Cash,"Houston, TX",bcastillo@example.org,(757) 996-7450,Gold
1190,CUST-120,"Rocha, Matthew",2023-06-23,PROD-078,Bluetooth Speaker,3,34.95,N/A,$104.85,Cash,"Houston, TX",jasminpruitt@example.org,9578009925,Gold
2181,CUST-214,Christopher Rollins,11/11/23,PROD-067,Fitness Tracker,2,$49.5,21%,$99.0,PayPal,"San Antonio, TX",henrygabriella@example.com,4119261646,Gold
1802,CUST-431,"Sawyer, Melanie",10/12/2023,PROD-089,Tablet Stand,1,$24.99,20,$19.99,Cash,"Dallas, TX",,(612) 557-2428,New
2895,CUST-259,Christopher Black,23-05-2023,PROD-078,Bluetooth Speaker,3,34.95,N/A,$104.85,Debit Card,"San Diego, CA",alexander24@example.org,8412344701,Bronze
2998,CUST-075,Connie Mendoza,10/18/2023,PROD-078,Bluetooth Speaker,4,34.95,18,$114.64,Debit Card,"Chicago, IL",nathan52@example.org,7416365342,
2701,CUST-079,"Sparks, Bradley",01/26/2023,PROD-145,Portable Charger,4,29.99,27%,119.96,Cash,"Dallas, TX",qhickman@example.org,9555961732,
2047,CUST-357,"Sanders, Carly",01/02/2023,PROD-078,Bluetooth Speaker,3,$34.95,26%,$104.85,Debit Card,"San Jose, CA",qsellers@example.net,3258935534,New
2960,CUST-304,"Santos, Christian",08/02/2023,PROD-089,Tablet Stand,1,24.99,N/A,24.99,PayPal,"Los Angeles, CA",,4907778054,Bronze
1532,CUST-086,Rick Ellis,10/10/2023,PROD-134,Screen Protector,3,$9.99,29,21.28,Cash,"San Diego, CA",debrahickman@example.org,(541) 302-8467,Gold
2627,CUST-457,"Davis, Ricardo",01/03/2023,PROD-067,Fitness Tracker,5,$49.5,9%,247.5,Cash,"San Jose, CA",christophermelton@example.net,(454) 788-2113,New
2067,CUST-263,"Torres, Jason",2023-10-13,PROD-078,Bluetooth Speaker,5,34.95,21,$138.05,Credit Card,"San Jose, CA",ruben82@example.org,8503846088,New
1496,CUST-045,"Simmons, Lisa",2023-10-21,PROD-078,Bluetooth Speaker,3,34.95,23%,$104.85,Cash,"New York, NY",bflores@example.com,5837553359,Silver
1555,CUST-254,"Miller, Rachel",01/14/2023,PROD-112,Smart Watch,2,$129.99,8,$239.18,Credit Card,"San Diego, CA",jeremy72@example.net,6408931419,New
2873,CUST-482,"Jackson, Maria",06/07/23,PROD-123,PHONE CASE,1,$19.99,14,17.19,PayPal,"San Antonio, TX",rollinsdavid@example.com,(708) 974-4806,New
1001,CUST-369,"Jackson, Tara",07-20-2023,PROD-102,USB-C Cable,3,12.99,0,38.97,PayPal,"Los Angeles, CA",maxwellkelley@example.com,9729504476,Bronze
1312,CUST-407,"Anderson, Mary",2023-02-07,PROD-102,USB-C Cable,4,12.99,10%,$51.96,Debit Card,"Phoenix, AZ",ashley00@example.net,(273) 836-8295,Bronze
1500,CUST-290,Darren Martinez,01/11/2023,PROD-145,Portable Charger,5,$29.99,9,$136.45,Credit Card,"Philadelphia, PA",jennifer16@example.net,3568044112,
1901,CUST-361,"Allen, Timothy",12/20/23,PROD-123,Phone Case,2,19.99,14,34.38,PayPal,"Philadelphia, PA",,(526) 458-9988,Bronze
2200,CUST-355,"Hanna, Kelsey",18-06-2023,PROD-123,phone case,14,$19.99,19%,$279.86,PayPal,"San Antonio, TX",wrightamy@example.org,9874151142,
2011,CUST-050,"Schmidt, Margaret",16-11-2023,PROD-102,USB-C Cable,4,$12.99,5%,$51.96,PayPal,"Phoenix, AZ",carrie64@example.org,(763) 335-1504,New
1606,CUST-217,"Nguyen, Susan",25-01-2023,PROD-112,Smart Watch,5,129.99,25,487.46,Debit Card,"Philadelphia, PA",rodriguezpaul@example.net,6532189886,Gold
2728,CUST-224,"Butler, Amanda",11/28/2023,PROD-134,screen protector,1,$9.99,17%,9.99,Debit Card,"San Jose, CA",,4119612678,
